330,220,0,10231
330,220,1,11276
330,220,1,11384
330,220,1,11823
330,220,1,12370
330,220,1,14731
330,220,1,17145
330,220,1,50864
330,220,1,50882
330,220,1,50899
330,220,1,50917
330,220,1,50935
330,220,1,50954
330,220,1,50974
330,220,0,51187
330,220,1,51326
330,220,1,51352
330,220,1,51417
330,220,0,51586
330,220,0,51638
330,220,0,51689
330,220,1,51837
330,220,1,51862
330,220,1,51962
330,220,0,52039
330,220,0,52094
330,220,0,52143
330,220,0,52191
330,220,1,52283
330,220,1,52321
330,220,1,52426
330,220,0,52512
330,220,0,52566
330,220,0,52611
330,220,0,52660
330,220,1,52792
330,220,1,52822
330,220,0,53030
330,220,0,53081
330,220,0,53130
330,220,1,53260
330,220,1,53325
330,220,0,53503
330,220,0,53557
330,220,0,53606
330,220,1,53738
330,220,1,53800
330,220,0,53970
330,220,0,54035
330,220,0,54093
330,220,1,54207
330,220,1,54254
330,220,1,54275
330,220,0,54397
330,220,0,54457
330,220,0,54503
330,220,0,54549
330,220,1,54708
330,220,1,54737
330,220,0,54926
330,220,0,54993
330,220,0,55052
330,220,1,55146
330,220,1,55170
330,220,0,55438
330,220,0,55497
330,220,1,55654
330,220,1,55680
330,220,0,55906
330,220,0,55965
330,220,0,56017
330,220,1,56130
330,220,1,56184
330,220,0,56362
330,220,0,56419
330,220,0,56472
330,220,1,56591
330,220,1,56613
330,220,0,56846
330,220,0,56909
330,220,0,56964
330,220,1,57069
330,220,1,57107
330,220,0,57354
330,220,0,57408
330,220,1,57567
330,220,0,57629
330,220,0,57659
330,220,0,57702
330,220,0,57746
330,220,0,57792
330,220,0,57840
330,220,0,57896
330,220,1,58005
330,220,1,58026
330,220,1,58061
330,220,1,58148
330,220,0,58254
330,220,0,58314
330,220,0,58369
330,220,1,58504
330,220,1,58530
330,220,1,58611
330,220,0,58751
330,220,0,58813
330,220,0,58867
330,220,1,58993
330,220,1,59026
330,220,0,59211
330,220,0,59262
330,220,0,59310
330,220,0,59353
330,220,1,59444
330,220,1,59494
330,220,1,59602
330,220,0,59677
330,220,0,59730
330,220,0,59781
330,220,0,59829
330,220,1,59918
330,220,1,59948
330,220,0,60238
330,220,0,60303
330,220,1,60406
330,220,1,60449
330,220,0,60649
330,220,0,60704
330,220,0,60750
330,220,0,60803
330,220,1,60880
330,220,1,60953
330,220,0,61151
330,220,0,61208
330,220,0,61269
330,220,1,61337
330,220,1,61384
330,220,0,61644
330,220,0,61711
330,220,1,61852
330,220,1,61936
330,220,0,62067
330,220,0,62127
330,220,0,62180
330,220,1,62331
330,220,1,62364
330,220,0,62569
330,220,0,62628
330,220,0,62684
330,220,1,62795
330,220,1,62822
330,220,0,63049
330,220,0,63104
330,220,0,63155
330,220,1,63287
330,220,1,63313
330,220,0,63535
330,220,0,63597
330,220,0,63657
330,220,1,63729
330,220,1,63760
330,220,1,63842
330,220,0,63970
330,220,0,64027
330,220,0,64081
330,220,0,64129
330,220,1,64203
330,220,1,64280
330,220,0,64470
330,220,0,64524
