336,225,0,10229
330,229,0,10232
333,222,0,10233
338,222,0,10234
339,225,0,10234
332,221,0,10235
335,228,0,10235
337,222,0,10235
336,222,0,10235
336,227,0,10236
331,220,0,10236
338,224,0,10237
336,223,0,10237
333,220,0,10237
336,221,0,10237
332,229,0,10238
339,229,0,10238
338,228,0,10238
332,227,0,10238
331,227,0,10238
334,226,0,10239
332,226,0,10239
330,224,0,10239
333,224,0,10239
332,224,0,10239
336,224,0,10239
334,225,0,10239
333,225,0,10239
332,220,0,10240
331,221,0,10240
339,222,0,10240
330,222,0,10240
334,222,0,10240
334,223,0,10241
330,227,0,10241
333,227,0,10241
335,227,0,10241
334,227,0,10241
337,227,0,10241
339,226,0,10241
330,226,0,10241
336,226,0,10241
333,226,0,10241
331,224,0,10242
334,224,0,10242
330,225,0,10242
337,225,0,10242
332,225,0,10242
338,229,0,10242
331,229,0,10242
333,229,0,10242
334,229,0,10242
335,229,0,10242
337,229,0,10242
331,228,0,10243
330,228,0,10243
332,228,0,10243
333,228,0,10243
337,228,0,10243
334,228,0,10243
338,220,0,10243
339,220,0,10243
335,220,0,10243
336,220,0,10243
334,220,0,10243
334,221,0,10243
335,221,0,10243
337,221,0,10243
339,221,0,10243
337,223,0,10244
330,223,0,10244
332,223,0,10244
339,223,0,10244
335,223,0,10244
338,223,0,10244
333,223,0,10244
335,222,0,10244
332,222,0,10244
331,226,0,10244
337,226,0,10245
339,227,0,10245
338,227,0,10245
335,224,0,10245
339,224,0,10245
331,225,0,10245
333,221,0,10246
330,221,0,10246
338,221,0,10246
331,223,0,10246
335,226,0,10246
338,226,0,10246
339,228,0,10247
335,225,0,10248
331,222,0,10252
336,229,0,10252
336,228,0,10253
330,220,0,10254
337,224,0,10256
338,225,0,10257
336,225,0,10285
330,229,0,10292
338,222,0,10296
339,225,0,10299
333,222,0,10301
336,223,0,10302
336,222,0,10302
331,220,0,10302
332,221,0,10303
338,224,0,10303
338,228,0,10304
336,227,0,10305
333,220,0,10305
336,221,0,10305
336,224,0,10305
339,229,0,10307
332,227,0,10308
332,229,0,10308
330,222,0,10309
330,224,0,10310
335,228,0,10310
332,224,0,10310
334,225,0,10311
334,226,0,10311
332,226,0,10312
332,220,0,10312
334,222,0,10313
333,225,0,10313
337,220,0,10315
333,226,0,10315
333,224,0,10316
334,224,0,10316
334,227,0,10317
335,229,0,10317
334,223,0,10317
331,221,0,10318
333,227,0,10318
337,227,0,10318
336,226,0,10318
331,228,0,10319
333,228,0,10319
337,221,0,10319
337,223,0,10319
335,223,0,10319
339,222,0,10320
339,226,0,10320
335,227,0,10320
330,227,0,10320
330,225,0,10320
337,225,0,10320
332,225,0,10320
332,228,0,10321
334,228,0,10321
330,223,0,10321
339,223,0,10321
333,223,0,10321
338,223,0,10321
338,220,0,10321
335,220,0,10321
339,220,0,10321
336,220,0,10322
335,221,0,10322
331,226,0,10322
330,226,0,10322
338,229,0,10322
331,229,0,10322
333,229,0,10322
335,222,0,10323
332,222,0,10323
339,221,0,10323
331,224,0,10323
339,227,0,10324
330,228,0,10324
332,223,0,10324
337,226,0,10326
335,224,0,10326
330,221,0,10327
334,220,0,10327
331,223,0,10327
334,221,0,10330
333,221,0,10331
331,225,0,10332
338,227,0,10335
338,221,0,10335
339,228,0,10336
338,226,0,10336
335,226,0,10338
331,222,0,10341
335,225,0,10341
330,220,0,10346
336,229,0,10349
336,228,0,10350
336,225,0,10353
338,225,0,10355
337,224,0,10362
330,229,0,10369
338,222,0,10374
338,224,0,10382
333,222,0,10383
336,222,0,10385
336,223,0,10386
339,225,0,10386
331,220,0,10387
337,222,0,10387
332,221,0,10389
336,221,0,10391
336,227,0,10394
336,224,0,10395
331,227,0,10395
338,228,0,10395
333,220,0,10396
339,229,0,10396
334,225,0,10403
330,224,0,10403
330,222,0,10405
332,229,0,10407
334,222,0,10408
332,220,0,10408
332,227,0,10409
332,224,0,10410
333,226,0,10415
330,225,0,10416
333,225,0,10417
334,226,0,10418
333,224,0,10419
333,228,0,10419
337,220,0,10419
336,226,0,10420
334,224,0,10420
337,229,0,10420
335,229,0,10421
332,226,0,10422
337,223,0,10423
337,221,0,10424
331,228,0,10424
337,228,0,10424
337,227,0,10425
331,221,0,10425
334,227,0,10426
335,222,0,10426
338,220,0,10426
339,226,0,10427
332,228,0,10427
333,227,0,10428
335,223,0,10428
334,223,0,10428
336,220,0,10428
338,223,0,10429
